food_name,data_type
"Rice, white, with dark green vegetables, fat added",Survey (FNDDS)
"Rice, white, with dark green vegetables, no added fat",Survey (FNDDS)
"Rice, white, with dark green vegetables, NS as to fat",Survey (FNDDS)
"Rice, white, with gravy, fat added",Survey (FNDDS)
"Rice, white, with gravy, no added fat",Survey (FNDDS)
"Rice, white, with gravy, NS as to fat",Survey (FNDDS)
"Rice, white, with lentils, fat added",Survey (FNDDS)
"Rice, white, with lentils, no added fat",Survey (FNDDS)
"Rice, white, with lentils, NS as to fat",Survey (FNDDS)
"Rice, white, with other vegetables, fat added",Survey (FNDDS)
"Rice, white, with other vegetables, no added fat",Survey (FNDDS)
"Rice, white, with other vegetables, NS as to fat",Survey (FNDDS)
"Rice, white, with peas and carrots, fat added",Survey (FNDDS)
"Rice, white, with peas and carrots, no added fat",Survey (FNDDS)
"Rice, white, with peas and carrots, NS as to fat",Survey (FNDDS)
"Rice, white, with peas, fat added",Survey (FNDDS)
"Rice, white, with peas, no added fat",Survey (FNDDS)
"Rice, white, with peas, NS as to fat",Survey (FNDDS)
"Rice, white, with soy-based sauce, fat added",Survey (FNDDS)
"Rice, white, with soy-based sauce, no added fat",Survey (FNDDS)
"Rice, white, with soy-based sauce, NS as to fat",Survey (FNDDS)
"Rice, white, with tomatoes and/or tomato-based sauce, fat added",Survey (FNDDS)
"Rice, white, with tomatoes and/or tomato-based sauce, no added fat",Survey (FNDDS)
"Rice, white, with tomatoes and/or tomato-based sauce, NS as to fat",Survey (FNDDS)
"Rice, white, with vegetables and gravy, fat added",Survey (FNDDS)
"Rice, white, with vegetables and gravy, no added fat",Survey (FNDDS)
"Rice, white, with vegetables and gravy, NS as to fat",Survey (FNDDS)
"Rice, white, with vegetables, cheese and/or cream based sauce, fat added",Survey (FNDDS)
"Rice, white, with vegetables, cheese and/or cream based sauce, no added fat",Survey (FNDDS)
"Rice, white, with vegetables, cheese and/or cream based sauce, NS as to fat",Survey (FNDDS)
"Rice, white, with vegetables, soy-based sauce, fat added",Survey (FNDDS)
"Rice, white, with vegetables, soy-based sauce, no added fat",Survey (FNDDS)
"Rice, white, with vegetables, soy-based sauce, NS as to fat",Survey (FNDDS)
"Rice, wild, 100%, cooked, fat added",Survey (FNDDS)
"Rice, wild, 100%, cooked, no added fat",Survey (FNDDS)
"Rice, wild, 100%, cooked, NS as to fat",Survey (FNDDS)
"RICE-A-RONI, chicken flavor, unprepared",SR Legacy
"Ripe plantain meat pie, Puerto Rican style",Survey (FNDDS)
Roast beef sandwich on wheat,Survey (FNDDS)
"Roast beef sandwich on wheat, with cheese",Survey (FNDDS)
Roast beef sandwich on white,Survey (FNDDS)
"Roast beef sandwich on white, with cheese",Survey (FNDDS)
Roast beef spread,SR Legacy
"Roast beef, deli style, prepackaged, sliced",SR Legacy
Rob Roy,Survey (FNDDS)
"Roll with meat and/or shrimp, vegetables and rice paper, not fried",Survey (FNDDS)
"Roll, bran, NS as to type of bran",Survey (FNDDS)
"Roll, cheese",Survey (FNDDS)
"Roll, diet",Survey (FNDDS)
"Roll, egg bread",Survey (FNDDS)
"Roll, French or Vienna",Survey (FNDDS)
"Roll, garlic",Survey (FNDDS)
"Roll, gluten free",Survey (FNDDS)
"Roll, hard, NS as to major flour",Survey (FNDDS)
"Roll, Mexican, bolillo",Survey (FNDDS)
"Roll, multigrain",Survey (FNDDS)
"Roll, multigrain, hamburger bun",Survey (FNDDS)
"Roll, multigrain, hot dog bun",Survey (FNDDS)
"Roll, NS as to major flour",Survey (FNDDS)
"Roll, oatmeal",Survey (FNDDS)
"Roll, pumpernickel",Survey (FNDDS)
"Roll, rye",Survey (FNDDS)
"Roll, sour dough",Survey (FNDDS)
"Roll, sweet, cinnamon bun, frosted",Survey (FNDDS)
"Roll, sweet, cinnamon bun, no frosting",Survey (FNDDS)
"Roll, sweet, frosted",Survey (FNDDS)
"Roll, sweet, no frosting",Survey (FNDDS)
"Roll, sweet, with fruit, frosted",Survey (FNDDS)
"Roll, sweet, with fruit, frosted, diet",Survey (FNDDS)
"Roll, wheat or cracked wheat",Survey (FNDDS)
"Roll, wheat or cracked wheat, hamburger bun",Survey (FNDDS)
"Roll, wheat or cracked wheat, hot dog bun",Survey (FNDDS)
"Roll, white, hamburger bun",Survey (FNDDS)
"Roll, white, hard",Survey (FNDDS)
"Roll, white, hoagie, submarine",Survey (FNDDS)
"Roll, white, hot dog bun",Survey (FNDDS)
"Roll, white, soft",Survey (FNDDS)
"Roll, whole grain white",Survey (FNDDS)
"Roll, whole grain white, hamburger bun",Survey (FNDDS)
"Roll, whole grain white, hot dog bun",Survey (FNDDS)
"Roll, whole wheat",Survey (FNDDS)
"Roll, whole wheat, hamburger bun",Survey (FNDDS)
"Roll, whole wheat, hot dog bun",Survey (FNDDS)
"Rolls, dinner, egg",SR Legacy
"Rolls, dinner, oat bran",SR Legacy
"Rolls, dinner, plain, commercially prepared (includes brown-and-serve)",SR Legacy
"Rolls, dinner, plain, prepared from recipe, made with low fat (2%) milk",SR Legacy
"Rolls, dinner, rye",SR Legacy
"Rolls, dinner, sweet",SR Legacy
"Rolls, dinner, wheat",SR Legacy
"Rolls, dinner, whole-wheat",SR Legacy
"Rolls, french",SR Legacy
"Rolls, gluten-free, white, made with brown rice flour, tapioca starch, and potato starch",SR Legacy
"Rolls, gluten-free, white, made with brown rice flour, tapioca starch, and sorghum flour",SR Legacy
"Rolls, gluten-free, white, made with rice flour, rice starch, and corn starch",SR Legacy
"Rolls, gluten-free, whole grain, made with tapioca starch and brown rice flour",SR Legacy
"Rolls, hamburger or hot dog, wheat/cracked wheat",SR Legacy
"Rolls, hamburger or hot dog, whole wheat",SR Legacy
"Rolls, hamburger or hotdog, mixed-grain",SR Legacy
"Rolls, hamburger or hotdog, plain",SR Legacy
"Rolls, hamburger, whole grain white, calcium-fortified",SR Legacy
"Rolls, hard (includes kaiser)",SR Legacy
"Rolls, pumpernickel",SR Legacy
"Romaine lettuce, raw",Survey (FNDDS)
"Rose Hips, wild (Northern Plains Indians)",SR Legacy
"Rose-apples, raw",SR Legacy
"Roselle, raw",SR Legacy
"Rosemary, fresh",SR Legacy
"Rowal, raw",SR Legacy
"Ruby Red grapefruit juice blend (grapefruit, grape, apple), OCEAN SPRAY, bottled, with added vitamin C",SR Legacy
"Rudi's, Gluten-Free Bakery, Original Sandwich Bread",SR Legacy
"Ruffed Grouse, breast meat, skinless, raw",SR Legacy
Rum,Survey (FNDDS)
Rum and cola,Survey (FNDDS)
Rum and diet cola,Survey (FNDDS)
"Rum, hot buttered",Survey (FNDDS)
Russian dressing,Survey (FNDDS)
Rusty Nail,Survey (FNDDS)
"Rutabaga, cooked",Survey (FNDDS)
"Rutabaga, peeled, raw",Foundation
"Rutabaga, raw",Survey (FNDDS)
"Rutabagas, cooked, boiled, drained, with salt",SR Legacy
"Rutabagas, cooked, boiled, drained, without salt",SR Legacy
"Rutabagas, raw",SR Legacy
"Rye flour, dark",SR Legacy
"Rye flour, light",SR Legacy
"Rye flour, medium",SR Legacy
Rye grain,SR Legacy
Safflower oil,Survey (FNDDS)
"Sage Valley, Gluten Free Vanilla Sandwich Cookies",SR Legacy
"Salad dressing, bacon and tomato",SR Legacy
"Salad dressing, blue or roquefort cheese dressing, commercial, regular",SR Legacy
"Salad dressing, blue or roquefort cheese dressing, fat-free",SR Legacy
"Salad dressing, blue or roquefort cheese dressing, light",SR Legacy
"Salad dressing, blue or roquefort cheese, low calorie",SR Legacy
"Salad dressing, buttermilk, lite",SR Legacy
"Salad dressing, caesar dressing, regular",SR Legacy
"Salad dressing, caesar, fat-free",SR Legacy
"Salad dressing, caesar, low calorie",SR Legacy
"Salad dressing, coleslaw",SR Legacy
"Salad Dressing, coleslaw, reduced fat",SR Legacy
"Salad dressing, fat free, NFS",Survey (FNDDS)
"Salad dressing, french dressing, commercial, regular",SR Legacy
"Salad dressing, french dressing, commercial, regular, without salt",SR Legacy
"Salad dressing, french dressing, fat-free",SR Legacy
"Salad dressing, french dressing, reduced calorie",SR Legacy
"Salad dressing, french dressing, reduced fat",SR Legacy
"Salad dressing, french dressing, reduced fat, without salt",SR Legacy
"Salad dressing, french, cottonseed, oil, home recipe",SR Legacy
"Salad dressing, french, home recipe",SR Legacy
"Salad dressing, green goddess, regular",SR Legacy
"Salad dressing, home recipe, vinegar and oil",SR Legacy
"Salad dressing, honey mustard dressing, reduced calorie",SR Legacy
"Salad dressing, honey mustard, regular",SR Legacy
"Salad dressing, italian dressing, commercial, reduced fat",SR Legacy
"Salad dressing, italian dressing, commercial, regular",SR Legacy
"Salad dressing, italian dressing, commercial, regular, without salt",SR Legacy
"Salad dressing, italian dressing, fat-free",SR Legacy
"Salad dressing, italian dressing, reduced calorie",SR Legacy
"Salad dressing, italian dressing, reduced fat, without salt",SR Legacy
"Salad dressing, KRAFT Mayo Fat Free Mayonnaise Dressing",SR Legacy
"Salad dressing, KRAFT Mayo Light Mayonnaise",SR Legacy
"Salad dressing, KRAFT MIRACLE WHIP FREE Nonfat Dressing",SR Legacy
"Salad dressing, light, NFS",Survey (FNDDS)
"Salad dressing, mayonnaise and mayonnaise-type, low calorie",SR Legacy
"Salad dressing, mayonnaise type, regular, with salt",SR Legacy
"Salad dressing, mayonnaise, imitation, milk cream",SR Legacy
"Salad dressing, mayonnaise, imitation, soybean",SR Legacy
"Salad dressing, mayonnaise, imitation, soybean without cholesterol",SR Legacy
"Salad dressing, mayonnaise, light",SR Legacy
"Salad Dressing, mayonnaise, light, SMART BALANCE, Omega Plus light",SR Legacy
"Salad dressing, mayonnaise, regular",SR Legacy
"Salad dressing, mayonnaise, soybean and safflower oil, with salt",SR Legacy
"Salad dressing, mayonnaise, soybean oil, without salt",SR Legacy
"Salad Dressing, mayonnaise-like, fat-free",SR Legacy
"Salad dressing, mayonnaise-type, light",SR Legacy
"Salad dressing, NFS, for salads",Survey (FNDDS)
"Salad dressing, NFS, for sandwiches",Survey (FNDDS)
"Salad dressing, peppercorn dressing, commercial, regular",SR Legacy
"Salad dressing, poppyseed, creamy",SR Legacy
"Salad dressing, ranch dressing, fat-free",SR Legacy
"Salad dressing, ranch dressing, reduced fat",SR Legacy
"Salad dressing, ranch dressing, regular",SR Legacy
"Salad dressing, russian dressing",SR Legacy
"Salad dressing, russian dressing, low calorie",SR Legacy
"Salad dressing, sesame seed dressing, regular",SR Legacy
"Salad dressing, spray-style dressing, assorted flavors",SR Legacy
"Salad dressing, sweet and sour",SR Legacy
"Salad dressing, thousand island dressing, fat-free",SR Legacy
"Salad dressing, thousand island dressing, reduced fat",SR Legacy
"Salad dressing, thousand island, commercial, regular",SR Legacy
Salami sandwich on wheat,Survey (FNDDS)
"Salami sandwich on wheat, with cheese",Survey (FNDDS)
Salami sandwich on white,Survey (FNDDS)
"Salami sandwich on white, with cheese",Survey (FNDDS)
"Salami, cooked, beef",SR Legacy
"Salami, cooked, beef and pork",SR Legacy
"Salami, cooked, turkey",SR Legacy
"Salami, dry or hard, pork",SR Legacy
"Salami, dry or hard, pork, beef",SR Legacy
"Salami, Italian, pork",SR Legacy
"Salami, Italian, pork and beef, dry, sliced, 50% less sodium",SR Legacy
"Salami, made from any type of meat, reduced fat",Survey (FNDDS)
"Salami, made from any type of meat, reduced sodium",Survey (FNDDS)
"Salami, NFS",Survey (FNDDS)
"Salami, pork, beef, less sodium",SR Legacy
"Salisbury steak dinner, NFS, frozen meal",Survey (FNDDS)
Salisbury steak with gravy,Survey (FNDDS)
"Salisbury steak with gravy, frozen",SR Legacy
"Salisbury steak with gravy, macaroni and cheese, frozen meal",Survey (FNDDS)
"Salisbury steak with gravy, potatoes, vegetable, frozen meal",Survey (FNDDS)
"Salisbury steak with gravy, whipped potatoes, vegetable, dessert, frozen meal",Survey (FNDDS)
Salmon cake sandwich,Survey (FNDDS)
"Salmon nuggets, breaded, frozen, heated",SR Legacy
"Salmon nuggets, cooked as purchased, unheated",SR Legacy
Salmon salad,Survey (FNDDS)
"Salmon, red (sockeye), filets with skin, smoked (Alaska Native)",SR Legacy
"Salmon, sockeye, canned, drained solids, without skin and bones",SR Legacy
"Salmon, sockeye, canned, total can contents",SR Legacy
"Salmonberries, raw (Alaska Native)",SR Legacy
"Salsa verde or salsa, green",Survey (FNDDS)
"Salsa, NFS",Survey (FNDDS)
"Salsa, pico de gallo",Survey (FNDDS)
"Salsa, red",Survey (FNDDS)
"Salsa, red, homemade",Survey (FNDDS)
"Salsify, (vegetable oyster), raw",SR Legacy
"Salsify, cooked",Survey (FNDDS)
"Salsify, cooked, boiled, drained, with salt",SR Legacy
"Salsify, cooked, boiled, drained, without salt",SR Legacy
"Salt, table",SR Legacy
"Salt, table, iodized",Foundation
"Sambar, vegetable stew",Survey (FNDDS)
Samosa,Survey (FNDDS)
Sandwich spread,Survey (FNDDS)
"Sandwich spread, meatless",SR Legacy
"Sandwich spread, pork, beef",SR Legacy
"Sandwich spread, with chopped pickle, regular, unspecified oils",SR Legacy
"Sandwich wrap, NFS",Survey (FNDDS)
"Sandwich, NFS",Survey (FNDDS)
"Sangria, red",Survey (FNDDS)
"Sangria, white",Survey (FNDDS)
"Sapodilla, raw",SR Legacy
"Sapote, mamey, raw",SR Legacy
Sardine sandwich,Survey (FNDDS)
Sauce as ingredient in hamburgers,Survey (FNDDS)
"Sauce, alfredo mix, dry",SR Legacy
"Sauce, barbecue",SR Legacy
"Sauce, barbecue, BULL'S-EYE, original",SR Legacy
"Sauce, barbecue, KC MASTERPIECE, original",SR Legacy
"Sauce, barbecue, KRAFT, original",SR Legacy
"Sauce, barbecue, OPEN PIT, original",SR Legacy
"Sauce, barbecue, SWEET BABY RAY'S, original",SR Legacy
"Sauce, cheese sauce mix, dry",SR Legacy
"Sauce, cheese, ready-to-serve",SR Legacy
"Sauce, chili, peppers, hot, immature green, canned",SR Legacy
"Sauce, cocktail, ready-to-serve",SR Legacy
"Sauce, duck, ready-to-serve",SR Legacy
"Sauce, enchilada, red, mild, ready to serve",SR Legacy
"Sauce, fish, ready-to-serve",SR Legacy
"Sauce, hoisin, ready-to-serve",SR Legacy
"Sauce, homemade, white, medium",SR Legacy
"Sauce, homemade, white, thick",SR Legacy
"Sauce, horseradish",SR Legacy
"Sauce, hot chile, sriracha",SR Legacy
"Sauce, hot chile, sriracha, CHA! BY TEXAS PETE",SR Legacy
"Sauce, hot chile, sriracha, TUONG OT SRIRACHA",SR Legacy
"Sauce, NFS",Survey (FNDDS)
"Sauce, oyster, ready-to-serve",SR Legacy
"Sauce, pasta, spaghetti/marinara, ready-to-serve",Foundation
"Sauce, pasta, spaghetti/marinara, ready-to-serve",SR Legacy
"Sauce, pasta, spaghetti/marinara, ready-to-serve, low sodium",SR Legacy
"Sauce, peanut, made from coconut, water, sugar, peanuts",SR Legacy
"Sauce, peanut, made from peanut butter, water, soy sauce",SR Legacy
"Sauce, peppers, hot, chili, mature red, canned",SR Legacy
"Sauce, pesto, BUITONI, pesto with basil, ready-to-serve, refrigerated",SR Legacy
"Sauce, pesto, CLASSICO, basil pesto, ready-to-serve",SR Legacy
"Sauce, pesto, MEZZETTA, NAPA VALLEY BISTRO, basil pesto, ready-to-serve",SR Legacy
"Sauce, pesto, ready-to-serve, refrigerated",SR Legacy
"Sauce, pesto, ready-to-serve, shelf stable",SR Legacy
"Sauce, pizza, canned, ready-to-serve",SR Legacy
"Sauce, plum, ready-to-serve",SR Legacy
"Sauce, ready-to-serve, pepper or hot",SR Legacy
"Sauce, ready-to-serve, pepper, TABASCO",SR Legacy
"Sauce, salsa, ready-to-serve",Foundation
"Sauce, salsa, ready-to-serve",SR Legacy
"Sauce, salsa, verde, ready-to-serve",SR Legacy
"Sauce, sofrito, prepared from recipe",SR Legacy
"Sauce, steak, tomato based",SR Legacy
"Sauce, sweet and sour, prepared-from-recipe",SR Legacy
"Sauce, sweet and sour, ready-to-serve",SR Legacy
"Sauce, tartar, ready-to-serve",SR Legacy
"Sauce, teriyaki, ready-to-serve",SR Legacy
"Sauce, teriyaki, ready-to-serve, reduced sodium",SR Legacy
"Sauce, tomato chili sauce, bottled, with salt",SR Legacy
"Sauce, white, thin, prepared-from-recipe, with butter",SR Legacy
"Sauce, worcestershire",SR Legacy
Sauerkraut,Survey (FNDDS)
"Sauerkraut, canned, solids and liquids",SR Legacy
Sausage and noodles with cream or white sauce,Survey (FNDDS)
"Sausage and peppers, no sauce",Survey (FNDDS)
Sausage and rice with cheese sauce,Survey (FNDDS)
Sausage and rice with mushroom sauce,Survey (FNDDS)
Sausage and rice with tomato-based sauce,Survey (FNDDS)
"Sausage and vegetables including  carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",Survey (FNDDS)
"Sausage and vegetables, excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce",Survey (FNDDS)
Sausage biscuit sandwich,Survey (FNDDS)
"Sausage biscuit sandwich, with cheese",Survey (FNDDS)
Sausage English muffin sandwich,Survey (FNDDS)
Sausage gravy,Survey (FNDDS)
Sausage griddle/pancake sandwich,Survey (FNDDS)
Sausage with tomato-based sauce,Survey (FNDDS)
"Sausage, beef, cured, cooked, smoked",SR Legacy
"Sausage, beef, fresh, cooked",SR Legacy
"Sausage, Berliner, pork, beef",SR Legacy
"Sausage, breakfast sausage, beef, pre-cooked, unprepared",Foundation
"Sausage, breakfast sausage, beef, pre-cooked, unprepared",SR Legacy
"Sausage, chicken or turkey, Italian style,  lower sodium",SR Legacy
"Sausage, chicken, beef, pork, skinless, smoked",SR Legacy
"Sausage, egg and cheese breakfast biscuit",SR Legacy
"Sausage, Italian, pork, mild, cooked, pan-fried",SR Legacy
"Sausage, Italian, pork, mild, cooked, pan-fried",Foundation
"Sausage, Italian, pork, mild, raw",SR Legacy
"Sausage, Italian, sweet, links",SR Legacy
"Sausage, Italian, turkey, smoked",SR Legacy
"Sausage, meatless",SR Legacy
"Sausage, New england brand, pork, beef",SR Legacy
"Sausage, NFS",Survey (FNDDS)
"Sausage, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",Survey (FNDDS)
"Sausage, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",Survey (FNDDS)
"Sausage, Polish, beef with chicken, hot",SR Legacy
"Sausage, Polish, pork and beef, smoked",SR Legacy
"Sausage, pork and beef, fresh, cooked",SR Legacy
"Sausage, pork and beef, with cheddar cheese, smoked",SR Legacy
"Sausage, pork and turkey, pre-cooked",SR Legacy
"Sausage, pork, chorizo, link or ground, cooked, pan-fried",Foundation
"Sausage, pork, chorizo, link or ground, raw",SR Legacy
"Sausage, pork, turkey, and beef, reduced sodium",SR Legacy
"Sausage, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",Survey (FNDDS)
"Sausage, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",Survey (FNDDS)
"Sausage, smoked link sausage, pork",SR Legacy
"Sausage, smoked link sausage, pork and beef",SR Legacy
"Sausage, smoked link sausage, pork and beef (nonfat dry milk added)",SR Legacy
"Sausage, summer, pork and beef, sticks, with cheddar cheese",SR Legacy
"Sausage, turkey and pork, fresh, bulk, patty or link, cooked",SR Legacy
"Sausage, turkey, breakfast links, mild, raw",SR Legacy
"Sausage, turkey, breakfast links, mild, raw",Foundation
"Sausage, turkey, fresh, cooked",SR Legacy
"Sausage, turkey, fresh, raw",SR Legacy
"Sausage, turkey, hot, smoked",SR Legacy
"Sausage, turkey, pork, and beef, low fat, smoked",SR Legacy
"Sausage, turkey, reduced fat, brown and serve, cooked",SR Legacy
"Sausage, Vienna, canned, chicken, beef, pork",SR Legacy
"Scallops, baked or broiled",Survey (FNDDS)
"Scallops, fried",Survey (FNDDS)
"Scallops, grilled",Survey (FNDDS)
"Scallops, steamed or boiled",Survey (FNDDS)
"Schar, Gluten-Free, Classic White Rolls",SR Legacy
"Schar, Gluten-Free, Wheat-Free, Classic White Bread",SR Legacy
"SCHIFF,TIGER'S MILK BAR",SR Legacy
"School Lunch, chicken nuggets, whole grain breaded",SR Legacy
"School Lunch, chicken patty, whole grain breaded",SR Legacy
"School Lunch, pizza, BIG DADDY'S LS 16"" 51% Whole Grain Rolled Edge Cheese Pizza, frozen",SR Legacy
"School Lunch, pizza, BIG DADDY'S LS 16"" 51% Whole Grain Rolled Edge Turkey Pepperoni Pizza, frozen",SR Legacy
"School Lunch, pizza, cheese topping, thick crust, whole grain, frozen, cooked",SR Legacy
"School Lunch, pizza, cheese topping, thin crust, whole grain, frozen, cooked",SR Legacy
"School Lunch, pizza, pepperoni topping, thick crust, whole grain, frozen, cooked",SR Legacy
"School Lunch, pizza, pepperoni topping, thin crust, whole grain, frozen, cooked",SR Legacy
"School Lunch, pizza, sausage topping, thick crust, whole grain, frozen, cooked",SR Legacy
"School Lunch, pizza, sausage topping, thin crust, whole grain, frozen, cooked",SR Legacy
"School Lunch, pizza, TONY'S Breakfast Pizza Sausage, frozen",SR Legacy
"School Lunch, pizza, TONY'S SMARTPIZZA Whole Grain 4x6 Cheese Pizza 50/50 Cheese, frozen",SR Legacy
"School Lunch, pizza, TONY'S SMARTPIZZA Whole Grain 4x6 Pepperoni Pizza 50/50 Cheese, frozen",SR Legacy
Scone,Survey (FNDDS)
"Scone, with fruit",Survey (FNDDS)
Scotch,Survey (FNDDS)
"Scrapple, cooked",Survey (FNDDS)
"Scrapple, pork",SR Legacy
Screwdriver,Survey (FNDDS)
"Sea cucumber, yane (Alaska Native)",SR Legacy
"Sea lion, Steller, fat (Alaska Native)",SR Legacy
"Sea lion, Steller, heart (Alaska Native)",SR Legacy
"Sea lion, Steller, kidney (Alaska Native)",SR Legacy
"Sea lion, Steller, liver (Alaska Native)",SR Legacy
"Sea lion, Steller, meat (Alaska Native)",SR Legacy
"Sea lion, Steller, meat with fat (Alaska Native)",SR Legacy
Seabreeze,Survey (FNDDS)
Seafood dip,Survey (FNDDS)
"Seafood garden salad with seafood, lettuce, eggs, tomato and/or carrots, other vegetables, no dressing",Survey (FNDDS)
"Seafood garden salad with seafood, lettuce, eggs, vegetables excluding tomato and carrots, no dressing",Survey (FNDDS)
"Seafood garden salad with seafood, lettuce, tomato and/or carrots, other vegetables, no dressing",Survey (FNDDS)
"Seafood garden salad with seafood, lettuce, vegetables excluding tomato and carrots, no dressing",Survey (FNDDS)
"Seafood paella, Puerto Rican style",Survey (FNDDS)
Seafood salad,Survey (FNDDS)
Seafood salad sandwich,Survey (FNDDS)
Seafood sauce,Survey (FNDDS)
Seafood souffle,Survey (FNDDS)
Seafood thermidor,Survey (FNDDS)
"Seal, bearded (Oogruk), meat, dried (Alaska Native)",SR Legacy
"Seal, bearded (Oogruk), meat, dried, in oil (Alaska Native)",SR Legacy
"Seal, bearded (Oogruk), meat, low quadrant, raw (Alaska Native)",SR Legacy
"Seal, bearded (Oogruk), meat, partially dried (Alaska Native)",SR Legacy
"Seal, bearded (Oogruk), meat, raw (Alaska Native)",SR Legacy
"Seal, ringed, liver (Alaska Native)",SR Legacy
"Seal, ringed, meat (Alaska Native)",SR Legacy
"Seasoning mix, dry, chili, original",SR Legacy
"Seasoning mix, dry, sazon, coriander & annatto",SR Legacy
"Seasoning mix, dry, taco, original",SR Legacy
"Seaweed, agar, dried",SR Legacy
"Seaweed, agar, raw",SR Legacy
"Seaweed, Canadian Cultivated EMI-TSUNOMATA, dry",SR Legacy
"Seaweed, Canadian Cultivated EMI-TSUNOMATA, rehydrated",SR Legacy
"Seaweed, cooked, fat added",Survey (FNDDS)
"Seaweed, cooked, no added fat",Survey (FNDDS)
"Seaweed, dried",Survey (FNDDS)
"Seaweed, irishmoss, raw",SR Legacy
"Seaweed, kelp, raw",SR Legacy
"Seaweed, laver, raw",SR Legacy
"Seaweed, pickled",Survey (FNDDS)
"Seaweed, raw",Survey (FNDDS)
"Seaweed, spirulina, dried",SR Legacy
"Seaweed, spirulina, raw",SR Legacy
"Seaweed, wakame, raw",SR Legacy
"Seeds, breadfruit seeds, boiled",SR Legacy
"Seeds, breadfruit seeds, raw",SR Legacy
"Seeds, breadfruit seeds, roasted",SR Legacy
"Seeds, breadnut tree seeds, dried",SR Legacy
"Seeds, breadnut tree seeds, raw",SR Legacy
"Seeds, chia seeds, dried",SR Legacy
"Seeds, cottonseed flour, low fat (glandless)",SR Legacy
"Seeds, cottonseed flour, partially defatted (glandless)",SR Legacy
"Seeds, cottonseed kernels, roasted (glandless)",SR Legacy
"Seeds, cottonseed meal, partially defatted (glandless)",SR Legacy
"Seeds, flaxseed",SR Legacy
"Seeds, hemp seed, hulled",SR Legacy
"Seeds, lotus seeds, dried",SR Legacy
"Seeds, lotus seeds, raw",SR Legacy
"Seeds, pumpkin and squash seed kernels, dried",SR Legacy
"Seeds, pumpkin and squash seed kernels, roasted, with salt added",SR Legacy
"Seeds, pumpkin and squash seed kernels, roasted, without salt",SR Legacy
"Seeds, pumpkin and squash seeds, whole, roasted, with salt added",SR Legacy
"Seeds, pumpkin and squash seeds, whole, roasted, without salt",SR Legacy
"Seeds, pumpkin seeds (pepitas), raw",Foundation
"Seeds, safflower seed kernels, dried",SR Legacy
"Seeds, safflower seed meal, partially defatted",SR Legacy
"Seeds, sesame butter, paste",SR Legacy
"Seeds, sesame butter, tahini, from raw and stone ground kernels",SR Legacy
"Seeds, sesame butter, tahini, from roasted and toasted kernels (most common type)",SR Legacy
"Seeds, sesame butter, tahini, from unroasted kernels (non-chemically removed seed coat)",SR Legacy
"Seeds, sesame butter, tahini, type of kernels unspecified",SR Legacy
"Seeds, sesame flour, high-fat",SR Legacy
"Seeds, sesame flour, low-fat",SR Legacy
"Seeds, sesame flour, partially defatted",SR Legacy
"Seeds, sesame meal, partially defatted",SR Legacy
"Seeds, sesame seed kernels, dried (decorticated)",SR Legacy
"Seeds, sesame seed kernels, toasted, with salt added (decorticated)",SR Legacy
"Seeds, sesame seed kernels, toasted, without salt added (decorticated)",SR Legacy
"Seeds, sesame seeds, whole, dried",SR Legacy
"Seeds, sesame seeds, whole, roasted and toasted",SR Legacy
"Seeds, sisymbrium sp. seeds, whole, dried",SR Legacy
"Seeds, sunflower seed butter, with salt added (Includes foods for USDA's Food Distribution Program)",SR Legacy
"Seeds, sunflower seed butter, without salt",SR Legacy
"Seeds, sunflower seed flour, partially defatted",SR Legacy
"Seeds, sunflower seed kernels from shell, dry roasted, with salt added",SR Legacy
"Seeds, sunflower seed kernels, dried",SR Legacy
"Seeds, sunflower seed kernels, dry roasted, with salt added",SR Legacy
"Seeds, sunflower seed kernels, dry roasted, with salt added",Foundation
"Seeds, sunflower seed kernels, dry roasted, without salt",SR Legacy
"Seeds, sunflower seed kernels, oil roasted, with salt added",SR Legacy
"Seeds, sunflower seed kernels, oil roasted, without salt",SR Legacy
"Seeds, sunflower seed kernels, toasted, with salt added",SR Legacy
"Seeds, sunflower seed kernels, toasted, without salt",SR Legacy
"Seeds, sunflower seed, kernel, raw",Foundation
"Seeds, watermelon seed kernels, dried",SR Legacy
"Semolina, enriched",SR Legacy
"Semolina, unenriched",SR Legacy
"Sesame butter, creamy",Foundation
Sesame chicken,Survey (FNDDS)
Sesame dressing,Survey (FNDDS)
"Sesame dressing, light",Survey (FNDDS)
Sesame oil,Survey (FNDDS)
Sesame seeds,Survey (FNDDS)
"Sesbania flower, cooked, steamed, with salt",SR Legacy
"Sesbania flower, cooked, steamed, without salt",SR Legacy
"Sesbania flower, raw",SR Legacy
Seven and Seven,Survey (FNDDS)
"Seven-layer salad, lettuce salad made with a combination of onion, celery, green pepper, peas, mayonnaise, cheese, eggs, and/or bacon",Survey (FNDDS)
"Shake, fast food, vanilla",SR Legacy
"Shallots, bulb, peeled, root removed, raw",Foundation
"Shallots, freeze-dried",SR Legacy
"Shallots, raw",SR Legacy
